Probe	K562-dCAS9-1	K562-dCAS9-2	K562-dCas9-sep-1	K562-dCas9-sep-2	K562-dCas9-all-1	OCI-dCAS9-1	OCI-dCAS9-2	OCI-dCas9-sep-1	OCI-dCas9-sep-2	OCI-dCas9-all-1
PLOD1	2375.0	1084.0	2644.0	2495.0	3455.0	1092.0	2768.0	871.0	610.0	827.0
MFN2	2606.0	1863.0	2841.0	4226.0	3598.0	2857.0	5961.0	1479.0	1618.0	2359.0
MIIP	1435.0	479.0	1666.0	1076.0	1983.0	708.0	1158.0	363.0	309.0	461.0
TNFRSF8	1082.0	459.0	517.0	969.0	577.0	50.0	347.0	7.0	28.0	10.0
TNFRSF1B	934.0	809.0	783.0	1507.0	901.0	1478.0	3306.0	1987.0	786.0	794.0
VPS13D	2988.0	1701.0	5646.0	3089.0	6048.0	1389.0	2754.0	874.0	840.0	854.0
RP5-888M10.2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
DHRS3	665.0	706.0	735.0	1230.0	883.0	89.0	35.0	51.0	26.0	13.0
RP11-474O21.5	2.0	15.0	13.0	7.0	16.0	0.0	0.0	3.0	0.0	0.0
AADACL4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AADACL3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1orf158	33.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PRAMEF12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP5-845O24.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPCL1	3.0	3.0	2.0	4.0	5.0	9.0	11.0	4.0	3.0	10.0
PRAMEF2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WI2-3308P17.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP13-221M14.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPCL3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPCL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP13-221M14.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPCL4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-219C24.10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRRC38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP4-597A16.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDPN	0.0	0.0	0.0	0.0	0.0	181.0	320.0	207.0	220.0	145.0
CTA-520D8.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRDM2	1315.0	612.0	1096.0	1333.0	1127.0	1213.0	2511.0	665.0	728.0	969.0
RP11-344F13.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP4-704D23.1	35.0	8.0	14.0	11.0	10.0	0.0	0.0	0.0	0.0	0.0
KAZN	334.0	205.0	346.0	427.0	398.0	391.0	903.0	167.0	189.0	191.0
TMEM51-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM51	18.0	1.0	5.0	1.0	2.0	12.0	22.0	16.0	0.0	9.0
C1orf195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FHAD1	52.0	2.0	12.0	17.0	3.0	0.0	0.0	0.0	0.0	0.0
RP3-467K16.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP3-467K16.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP3-467K16.4	0.0	0.0	1.0	0.0	0.0	4.0	2.0	2.0	0.0	5.0
EFHD2	960.0	455.0	457.0	1044.0	480.0	2665.0	5566.0	1555.0	1445.0	2063.0
CTRC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CELA2A	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CELA2B	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
CASP9	700.0	293.0	466.0	663.0	547.0	197.0	352.0	80.0	72.0	104.0
DNAJC16	939.0	306.0	733.0	773.0	854.0	618.0	1105.0	349.0	358.0	482.0
RP4-680D5.8	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
AGMAT	0.0	0.0	0.0	0.0	0.0	109.0	290.0	27.0	70.0	63.0
RP4-680D5.2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
DDI2	1774.0	1026.0	1962.0	2291.0	2178.0	1540.0	4048.0	928.0	916.0	1222.0
RSC1A1	373.0	262.0	515.0	646.0	605.0	383.0	1006.0	216.0	214.0	316.0
RP4-680D5.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLEKHM2	1910.0	796.0	1972.0	1893.0	2476.0	1445.0	2501.0	734.0	688.0	958.0
RP11-288I21.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC25A34	14.0	0.0	6.0	1.0	10.0	7.0	7.0	2.0	0.0	2.0
RP11-169K16.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FBLIM1	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
UQCRHL	653.0	410.0	534.0	764.0	540.0	364.0	872.0	296.0	282.0	277.0
FLJ37453	128.0	36.0	78.0	92.0	116.0	68.0	85.0	43.0	25.0	58.0
SPEN	4900.0	2036.0	4996.0	4423.0	5482.0	4031.0	7522.0	2211.0	2257.0	2807.0
ZBTB17	532.0	243.0	574.0	620.0	692.0	480.0	696.0	281.0	223.0	302.0
C1orf64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-5P18.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HSPB7	0.0	1.0	1.0	0.0	1.0	9.0	26.0	2.0	4.0	2.0
CLCNKA	10.0	0.0	7.0	5.0	28.0	6.0	6.0	3.0	0.0	0.0
CLCNKB	5.0	4.0	26.0	15.0	44.0	0.0	0.0	1.0	0.0	0.0
FAM131C	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0
EPHA2	0.0	0.0	8.0	5.0	6.0	1.0	6.0	7.0	2.0	3.0
RP11-276H7.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-276H7.3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
ARHGEF19-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARHGEF19	100.0	61.0	153.0	171.0	226.0	106.0	174.0	41.0	42.0	68.0
RSG1	111.0	88.0	138.0	201.0	133.0	42.0	128.0	25.0	40.0	30.0
FBXO42	940.0	365.0	1186.0	835.0	1288.0	856.0	1507.0	504.0	448.0	536.0
SZRD1	2575.0	1314.0	2101.0	3575.0	2448.0	2830.0	5887.0	1621.0	1680.0	2179.0
SPATA21	3.0	0.0	4.0	5.0	3.0	0.0	0.0	0.0	0.0	1.0
NECAP2	1603.0	702.0	1123.0	1634.0	1342.0	911.0	2009.0	579.0	509.0	691.0
RP4-798A10.2	82.0	7.0	34.0	17.0	31.0	15.0	13.0	14.0	4.0	11.0
RP4-798A10.7	14.0	6.0	15.0	8.0	10.0	0.0	3.0	2.0	0.0	6.0
RP4-798A10.4	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	3.0	1.0
RP5-875O13.1	29.0	11.0	21.0	20.0	11.0	1.0	12.0	0.0	0.0	0.0
FAM231C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NBPF1	900.0	213.0	884.0	604.0	997.0	274.0	334.0	200.0	143.0	255.0
RP5-1182A14.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CROCCP2	1042.0	274.0	1111.0	571.0	1398.0	645.0	551.0	390.0	168.0	458.0
RP1-163M9.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CROCC	361.0	55.0	182.0	130.0	206.0	231.0	287.0	151.0	68.0	133.0
RP11-108M9.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-108M9.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-108M9.3	27.0	14.0	21.0	30.0	19.0	0.0	4.0	1.0	0.0	0.0
RP11-108M9.4	2.0	1.0	0.0	0.0	2.0	6.0	32.0	2.0	4.0	4.0
RP11-108M9.6	4.0	0.0	0.0	3.0	2.0	5.0	2.0	0.0	0.0	0.0
MFAP2	0.0	0.0	0.0	0.0	0.0	25.0	38.0	79.0	29.0	22.0
RP1-37C10.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATP13A2	704.0	539.0	759.0	1271.0	901.0	864.0	1589.0	462.0	514.0	523.0
SDHB	1665.0	1205.0	1699.0	2731.0	1934.0	1731.0	3421.0	911.0	1047.0	1277.0
PADI2	3.0	0.0	0.0	0.0	0.0	68.0	99.0	92.0	48.0	47.0
RP11-380J14.1	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
PADI1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PADI3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PADI4	1.0	0.0	6.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
AC004824.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PADI6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP1-20B21.4	2.0	0.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0
RCC2	7856.0	3964.0	7726.0	9643.0	8323.0	6625.0	15316.0	3109.0	3923.0	4605.0
ARHGEF10L	0.0	0.0	0.0	0.0	0.0	121.0	113.0	102.0	60.0	90.0
RP11-473A10.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACTL8	1.0	5.0	4.0	17.0	0.0	2.0	9.0	0.0	1.0	0.0
RP11-174G17.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IGSF21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-174G17.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-174G17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-422P22.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLHDC7A	11.0	11.0	13.0	19.0	10.0	4.0	17.0	2.0	0.0	7.0
PAX7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TAS1R2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP13-279N23.2	409.0	130.0	212.0	397.0	275.0	154.0	382.0	108.0	101.0	129.0
ALDH4A1	885.0	274.0	450.0	804.0	560.0	308.0	698.0	172.0	178.0	254.0
IFFO2	19.0	8.0	10.0	36.0	14.0	36.0	105.0	23.0	37.0	20.0
RP5-1126H10.2	266.0	77.0	318.0	217.0	345.0	204.0	311.0	113.0	132.0	107.0
UBR4	9276.0	3808.0	11559.0	9122.0	12759.0	6437.0	9581.0	4140.0	3978.0	3901.0
RP1-43E13.2	14.0	1.0	18.0	6.0	9.0	5.0	6.0	6.0	4.0	5.0
EMC1	1900.0	1195.0	1608.0	2600.0	1930.0	2342.0	4313.0	1373.0	1539.0	1719.0
MRTO4	897.0	944.0	826.0	2113.0	900.0	1666.0	3913.0	601.0	850.0	1148.0
AKR7A3	15.0	3.0	19.0	16.0	10.0	140.0	542.0	28.0	60.0	32.0
AKR7A2	741.0	485.0	775.0	944.0	944.0	1055.0	2159.0	446.0	578.0	634.0
PQLC2	449.0	157.0	324.0	331.0	351.0	672.0	912.0	276.0	235.0	372.0
CAPZB	3058.0	1418.0	2423.0	3469.0	2630.0	2964.0	6291.0	1873.0	1734.0	2365.0
RP5-1056L3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MINOS1	1508.0	870.0	1328.0	2677.0	1522.0	1072.0	2084.0	494.0	666.0	833.0
MINOS1-NBL1	953.0	555.0	797.0	1743.0	895.0	781.0	1551.0	370.0	540.0	611.0
NBL1	9.0	9.0	6.0	29.0	9.0	99.0	164.0	65.0	97.0	88.0
HTR6	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	3.0	3.0
TMCO4	60.0	9.0	44.0	36.0	41.0	294.0	618.0	82.0	139.0	145.0
RNF186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-91K11.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTUD3	443.0	143.0	563.0	339.0	771.0	187.0	320.0	110.0	79.0	147.0
PLA2G2E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLA2G2A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLA2G5	0.0	0.0	0.0	0.0	0.0	9.0	6.0	3.0	1.0	13.0
PLA2G2D	1.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0
PLA2G2F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP3-340N1.2	0.0	0.0	0.0	0.0	0.0	4.0	7.0	2.0	0.0	0.0
PLA2G2C	65.0	4.0	9.0	14.0	10.0	46.0	99.0	24.0	9.0	8.0
UBXN10-AS1	124.0	14.0	29.0	49.0	32.0	0.0	6.0	0.0	0.0	0.0
UBXN10	1036.0	260.0	490.0	749.0	464.0	9.0	44.0	1.0	5.0	0.0
RP3-340N1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VWA5B1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP4-745E8.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP4-749H3.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAMK2N1	35.0	14.0	26.0	31.0	32.0	49.0	53.0	58.0	65.0	73.0
MUL1	644.0	291.0	344.0	681.0	427.0	516.0	1007.0	235.0	265.0	387.0
FAM43B	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CDA	0.0	0.0	0.0	0.0	0.0	180.0	80.0	377.0	64.0	266.0
PINK1	594.0	134.0	481.0	383.0	537.0	557.0	511.0	462.0	215.0	478.0
PINK1-AS	561.0	254.0	274.0	386.0	385.0	470.0	965.0	235.0	273.0	382.0
DDOST	5093.0	2133.0	3236.0	4490.0	3841.0	5112.0	10307.0	2741.0	3154.0	3600.0
KIF17	1.0	1.0	3.0	3.0	10.0	0.0	4.0	1.0	0.0	0.0
SH2D5	0.0	0.0	0.0	0.0	2.0	0.0	5.0	0.0	0.0	1.0
RP5-930J4.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HP1BP3	7061.0	1533.0	5311.0	3324.0	6396.0	4519.0	6361.0	3115.0	2286.0	3876.0
RP5-930J4.4	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0
EIF4G3	2209.0	786.0	1680.0	1754.0	1692.0	4956.0	6865.0	3256.0	2782.0	3767.0
ECE1	1542.0	445.0	1253.0	1056.0	1234.0	415.0	1070.0	152.0	331.0	196.0
RP3-329E20.2	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP5-1071N3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-293F5.1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
NBPF3	132.0	58.0	106.0	121.0	118.0	71.0	315.0	22.0	37.0	13.0
ALPL	1.0	0.0	3.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0
RP11-63N8.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAP1GAP	972.0	383.0	1406.0	732.0	1726.0	2.0	4.0	1.0	4.0	0.0
USP48	4788.0	1655.0	3871.0	3942.0	4371.0	1720.0	3357.0	1031.0	854.0	1062.0
LDLRAD2	1.0	0.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
HSPG2	5630.0	2829.0	6513.0	5580.0	7317.0	696.0	1413.0	528.0	384.0	172.0
CELA3B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CELA3A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP1-224A6.3	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	1.0
LINC00339	163.0	89.0	134.0	203.0	138.0	219.0	217.0	156.0	120.0	185.0
CDC42	5021.0	2593.0	3349.0	5814.0	4063.0	5396.0	11317.0	3031.0	3785.0	4575.0
CDC42-IT1	11.0	0.0	6.0	3.0	3.0	3.0	2.0	3.0	0.0	2.0
RP1-224A6.9	10.0	0.0	7.0	3.0	7.0	9.0	16.0	4.0	2.0	2.0
WNT4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-415K20.2	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZBTB40	1364.0	419.0	1482.0	1126.0	1828.0	1241.0	1920.0	679.0	510.0	818.0
ZBTB40-IT1	2.0	1.0	4.0	0.0	12.0	0.0	3.0	3.0	0.0	3.0
EPHA8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1QA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0
C1QC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
C1QB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPHB2	5.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
RP11-69E9.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP1-74M1.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LACTBL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1orf234	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KDM1A	3292.0	2276.0	4205.0	5369.0	4926.0	2668.0	6431.0	1442.0	1972.0	2201.0
RP1-184J9.2	40.0	11.0	32.0	27.0	31.0	38.0	77.0	30.0	18.0	30.0
LUZP1	1075.0	418.0	717.0	978.0	788.0	1375.0	2641.0	810.0	711.0	1136.0
HTR1D	4.0	0.0	9.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0
LINC01355	169.0	25.0	124.0	47.0	167.0	67.0	90.0	41.0	22.0	29.0
HNRNPR	3723.0	2545.0	3489.0	5830.0	4105.0	4959.0	10192.0	2696.0	3590.0	4384.0
ZNF436	461.0	157.0	277.0	376.0	350.0	171.0	323.0	111.0	96.0	102.0
ZNF436-AS1	70.0	20.0	115.0	30.0	140.0	14.0	12.0	6.0	1.0	5.0
RP5-1057J7.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCEA3	23.0	4.0	14.0	7.0	9.0	34.0	67.0	58.0	32.0	40.0
ASAP3	978.0	395.0	961.0	745.0	1005.0	14.0	22.0	11.0	7.0	18.0
E2F2	772.0	368.0	556.0	727.0	649.0	483.0	1080.0	65.0	177.0	244.0
RP1-150O5.3	2.0	0.0	0.0	1.0	8.0	0.0	0.0	0.0	0.0	0.0
ID3	802.0	238.0	757.0	627.0	836.0	39.0	31.0	7.0	26.0	44.0
MDS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL11	20337.0	9714.0	15852.0	18464.0	18611.0	11220.0	28285.0	6308.0	7570.0	6336.0
TCEB3	1023.0	738.0	895.0	1681.0	1073.0	776.0	2243.0	306.0	338.0	491.0
TCEB3-AS1	128.0	59.0	126.0	143.0	130.0	28.0	51.0	17.0	8.0	16.0
PITHD1	1399.0	828.0	1328.0	1846.0	1620.0	579.0	1274.0	350.0	360.0	497.0
LYPLA2	948.0	583.0	607.0	1282.0	730.0	832.0	1634.0	451.0	356.0	681.0
GALE	1003.0	601.0	607.0	1410.0	616.0	312.0	621.0	264.0	186.0	268.0
HMGCL	668.0	245.0	588.0	550.0	660.0	393.0	688.0	341.0	267.0	249.0
FUCA1	507.0	178.0	332.0	448.0	322.0	225.0	592.0	165.0	83.0	76.0
CNR2	0.0	0.0	0.0	0.0	0.0	82.0	219.0	33.0	29.0	7.0
RP11-4M23.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PNRC2	2831.0	1286.0	2352.0	3211.0	2764.0	2510.0	5674.0	1389.0	1613.0	2039.0
SRSF10	3387.0	1268.0	2292.0	2920.0	2611.0	3801.0	7007.0	1895.0	2149.0	3056.0
RP11-293P20.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MYOM3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-293P20.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL22RA1	0.0	0.0	0.0	0.0	0.0	1.0	2.0	5.0	1.0	0.0
IFNLR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-10N16.2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
RP11-10N16.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRHL3	3.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0
STPG1	104.0	83.0	178.0	195.0	161.0	88.0	264.0	52.0	75.0	45.0
NIPAL3	866.0	385.0	571.0	982.0	668.0	729.0	1523.0	361.0	418.0	409.0
RCAN3	85.0	25.0	24.0	44.0	41.0	584.0	1278.0	358.0	421.0	513.0
RP4-594I10.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
NCMAP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRRM1	3361.0	2260.0	4106.0	4852.0	5096.0	3893.0	9332.0	2631.0	2291.0	3543.0
CLIC4	5260.0	1196.0	3257.0	2952.0	3588.0	3746.0	5426.0	788.0	2943.0	2246.0
RUNX3	5.0	0.0	0.0	3.0	0.0	674.0	1201.0	409.0	400.0	526.0
RP11-84D1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-84D1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP4-799D16.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP4-706G24.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SYF2	1346.0	304.0	982.0	757.0	1112.0	985.0	1490.0	548.0	583.0	601.0
RSRP1	3325.0	485.0	2361.0	1122.0	2526.0	1230.0	1369.0	773.0	320.0	720.0
RP3-465N24.6	0.0	1.0	3.0	4.0	0.0	3.0	3.0	0.0	0.0	0.0
RHD	227.0	402.0	484.0	435.0	627.0	2.0	1.0	0.0	0.0	0.0
TMEM50A	3808.0	1109.0	1982.0	2506.0	2174.0	1519.0	3400.0	803.0	995.0	1343.0
RHCE	127.0	281.0	299.0	283.0	346.0	3.0	4.0	1.0	1.0	7.0
TMEM57	1059.0	436.0	986.0	826.0	1112.0	744.0	1648.0	460.0	507.0	580.0
LDLRAP1	834.0	300.0	439.0	712.0	501.0	386.0	1414.0	154.0	209.0	202.0
RP11-70P17.1	2.0	2.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0
MAN1C1	5.0	0.0	3.0	1.0	2.0	54.0	153.0	10.0	46.0	26.0
RP1-187B23.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEPN1	1061.0	487.0	782.0	1070.0	937.0	1816.0	2674.0	1140.0	1105.0	1494.0
RP1-317E23.6	293.0	128.0	195.0	291.0	231.0	339.0	500.0	174.0	182.0	268.0
RP1-317E23.3	23.0	3.0	15.0	9.0	12.0	13.0	13.0	11.0	5.0	12.0
MTFR1L	1309.0	528.0	981.0	1179.0	1179.0	626.0	1156.0	428.0	326.0	521.0
RP1-317E23.7	10.0	5.0	4.0	5.0	11.0	5.0	6.0	1.0	2.0	5.0
AUNIP	465.0	251.0	417.0	506.0	521.0	293.0	621.0	102.0	191.0	194.0
RP1-125I3.2	11.0	3.0	5.0	3.0	8.0	6.0	4.0	6.0	1.0	2.0
PAQR7	245.0	81.0	175.0	170.0	226.0	206.0	426.0	172.0	155.0	160.0
STMN1	11022.0	5153.0	7946.0	11134.0	9216.0	7090.0	15399.0	2880.0	4614.0	6243.0
PAFAH2	278.0	94.0	238.0	262.0	279.0	376.0	517.0	240.0	212.0	291.0
EXTL1	4.0	2.0	6.0	6.0	5.0	0.0	0.0	0.0	0.0	3.0
SLC30A2	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TRIM63	12.0	2.0	9.0	4.0	14.0	0.0	0.0	0.0	0.0	0.0
PDIK1L	1380.0	555.0	1277.0	1395.0	1391.0	417.0	822.0	201.0	276.0	308.0
FAM110D	2.0	0.0	3.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
ZNF593	326.0	211.0	207.0	501.0	263.0	368.0	901.0	153.0	226.0	251.0
RP11-96L14.7	0.0	1.0	0.0	2.0	0.0	0.0	2.0	0.0	3.0	0.0
